OrderNumber,OrderDate,OrderType,CustomerType,CustomerName,CustomerState,ProductCategory,ProductNumber,ProductName,Quantity,Price,Discount,OrderTotal,Region
1001025,19-Mar-20,Retail,Individual,Sheena Goel,California,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1001026,19-Mar-20,Retail,Individual,Christine Raji,Alabama,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1001027,19-Mar-20,Wholesale,Business,Victoria Wood LLC,California,Rose,RS509,Bourbon Rose,10,$19.99 ,$4.00 ,$195.90 ,United States
1001028,19-Mar-20,Retail,Individual,Rafael Shan,Maryland,Rose,RS517,Wild Alberta Rose,1,$19.50 ,$0.00 ,$19.50 ,United States
1001029,19-Mar-20,Wholesale,Business,Elizabeth Coleman Inc.,Texas,Sunflower,SF704,Giant Sungold,5,$699.00 ,$139.80 ,"$3,355.20 ",United States
1001030,19-Mar-20,Wholesale,Business,Brianna Morris Inc.,District of Columbia,Rose,RS521,Hybrid Musk,11,$19.50 ,$3.90 ,$210.60 ,United States
1001031,19-Mar-20,Wholesale,Business,Marcus Anderson Inc.,Alabama,Rose,RS513,Tea Rose,5,$14.99 ,$3.00 ,$71.95 ,United States
1001032,19-Mar-20,Wholesale,Business,Ryan Perry LLC,Minnesota,Orchid,OC203,Cycnoches Orchid,10,$69.00 ,$13.80 ,$676.20 ,United States
1001033,19-Mar-20,Wholesale,Business,Joseph Taylor Group,New York,Daisy,DS809,Eastern Purple Coneflower,27,$42.99 ,$8.60 ,"$1,152.13 ",United States
1001034,19-Mar-20,Retail,Individual,Megan Sanchez,Pennsylvania,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1001035,20-Mar-20,Wholesale,Business,Christine Nara Inc.,North Carolina,Orchid,OC206,Dendrobium Orchid,5,$119.00 ,$23.80 ,$571.20 ,United States
1001036,20-Mar-20,Wholesale,Business,Mario She Group,Utah,Rose,RS507,White Rose of York,12,$13.99 ,$2.80 ,$165.08 ,United States
1001037,20-Mar-20,Wholesale,Business,Grace Hughes Inc.,Virginia,Rose,RS502,Rosa Glauca,6,$24.95 ,$4.99 ,$144.71 ,United States
1001038,20-Mar-20,Wholesale,Business,Bailey Adams Photography,Kentucky,Rose,RS104,Beach Rose,100,$4.99 ,$1.00 ,$498.00 ,United States
1001039,20-Mar-20,Wholesale,Business,Jennifer Campbell Security,Pennsylvania,Orchid,OC602,Miltonia Orchid,7,$189.00 ,$37.80 ,"$1,285.20 ",United States
1001040,20-Mar-20,Wholesale,Business,Luis Diaz Technologies,Minnesota,Rose,RS520,Rogusa Rose,7,$17.50 ,$3.50 ,$119.00 ,United States
1001041,20-Mar-20,Retail,Individual,Theodore Gill,North Dakota,Rose,RS503,Multiflora Rose,1,$24.99 ,$0.00 ,$24.99 ,United States
1001042,20-Mar-20,Retail,Individual,Nathan Clark,District of Columbia,Sunflower,SF703,Russian Mammoth,1,$549.00 ,$0.00 ,$549.00 ,United States
1001043,20-Mar-20,Wholesale,Business,Nicole Clark Inc.,Hawaii,Orchid,OC204,Cymbidium Orchid,13,$89.00 ,$17.80 ,"$1,139.20 ",United States
1001044,20-Mar-20,Retail,Individual,George Sanchez,Virginia,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1001045,20-Mar-20,Retail,Individual,Melvin Xu,Alabama,Orchid,OC605,Psychopsis Orchid,2,$214.00 ,$0.00 ,$428.00 ,United States
1001046,20-Mar-20,Retail,Business,Cesar McDonald Group,Kansas,Sunflower,SF301,Little Becka,54,$399.00 ,$0.00 ,"$21,546.00 ",United States
1001047,21-Mar-20,Wholesale,Business,Samuel Collins Corporation,Washington,Daisy,DS810,Gerbera Virdifolia,78,$44.95 ,$8.99 ,"$3,497.11 ",United States
1001048,21-Mar-20,Retail,Individual,Amy Li,Kansas,Rose,RS107,French Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001049,21-Mar-20,Retail,Individual,Ruben Mehta,Massachusetts,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1001050,21-Mar-20,Wholesale,Business,Jessie Jimenez Inc.,California,Orchid,OC203,Cycnoches Orchid,2,$69.00 ,$13.80 ,$124.20 ,United States
1001051,21-Mar-20,Wholesale,Business,Melinda Navarro Resources,Wisconsin,Daisy,DS811,Ox-Eye Daisy,12,$27.50 ,$5.50 ,$324.50 ,United States
1001052,21-Mar-20,Wholesale,Business,Gilbert Shen LLC,Ohio,Daisy,DS804,Chrysanthemum Daisy,9,$37.99 ,$7.60 ,$334.31 ,United States
1001053,21-Mar-20,Wholesale,Business,Beth Ortega Inc.,Ohio,Rose,RS506,Heirloom Rose,6,$16.99 ,$3.40 ,$98.54 ,United States
1001054,21-Mar-20,Wholesale,Business,Jada Mitchell LLC,Florida,Sunflower,SF303,Terracotta,104,$450.00 ,$90.00 ,"$46,710.00 ",United States
1001055,21-Mar-20,Retail,Individual,Kyle Phillips,Kansas,Daisy,DS802,Mojave Desert Star,1,$49.95 ,$0.00 ,$49.95 ,United States
1001056,22-Mar-20,Retail,Individual,Austin Griffin,Florida,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1001057,22-Mar-20,Wholesale,Business,Sarah Thompson LLC,Alabama,Rose,RS521,Hybrid Musk,11,$19.50 ,$3.90 ,$210.60 ,United States
1001058,22-Mar-20,Retail,Individual,Bridget Chande,Illinois,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1001059,22-Mar-20,Wholesale,Business,Elizabeth Johnson LLC,Florida,Rose,RS110,Noisette Rose,11,$12.00 ,$2.40 ,$129.60 ,United States
1001060,22-Mar-20,Wholesale,Business,Sebastian Sanchez Inc.,Nevada,Orchid,OC203,Cycnoches Orchid,8,$69.00 ,$13.80 ,$538.20 ,United States
1001061,22-Mar-20,Retail,Individual,Miguel Russell,North Carolina,Sunflower,SF707,Italian White,1,$599.00 ,$0.00 ,$599.00 ,United States
1001062,22-Mar-20,Retail,Individual,Katrina Jai,Tennessee,Sunflower,SF303,Terracotta,1,$450.00 ,$0.00 ,$450.00 ,United States
1001063,22-Mar-20,Wholesale,Business,Louis Liang Inc.,Florida,Sunflower,SF301,Little Becka,4,$399.00 ,$79.80 ,"$1,516.20 ",United States
1001064,22-Mar-20,Retail,Individual,Julian Hughes,Florida,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1001065,22-Mar-20,Wholesale,Business,Omar Raje Inc.,Virginia,Rose,RS514,Grandiflora,12,$23.99 ,$4.80 ,$283.08 ,United States
1001066,22-Mar-20,Retail,Individual,Melissa Richardson,Louisiana,Orchid,OC605,Psychopsis Orchid,1,$214.00 ,$0.00 ,$214.00 ,United States
1001067,22-Mar-20,Wholesale,Business,Nelson Carlson LLC,Washington,Daisy,DS813,English Daisy,4,$29.99 ,$6.00 ,$113.96 ,United States
1001068,22-Mar-20,Wholesale,Business,Jonathan Rodriguez Inc.,North Carolina,Orchid,OC606,Vanda Orchid,30,$225.00 ,$45.00 ,"$6,705.00 ",United States
1001069,22-Mar-20,Wholesale,Business,Alexis Coleman LLC,Idaho,Sunflower,SF703,Russian Mammoth,61,$549.00 ,$109.80 ,"$33,379.20 ",United States
1001070,23-Mar-20,Retail,Individual,Wyatt Thomas,New York,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001071,23-Mar-20,Wholesale,Business,Emily Miller LLC,Iowa,Orchid,OC204,Cymbidium Orchid,13,$89.00 ,$17.80 ,"$1,139.20 ",United States
1001072,23-Mar-20,Wholesale,Business,Jonathon Alvarez Inc.,Michigan,Rose,RS104,Beach Rose,3,$4.99 ,$1.00 ,$13.97 ,United States
1001073,23-Mar-20,Wholesale,Business,Philip Carlson Group,Florida,Daisy,DS805,Barberton Daisy,6,$49.00 ,$9.80 ,$284.20 ,United States
1001074,23-Mar-20,Retail,Individual,Joseph Garcia,District of Columbia,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1001075,23-Mar-20,Wholesale,Business,Joseph Taylor Group,New York,Daisy,DS802,Mojave Desert Star,9,$49.95 ,$9.99 ,$439.56 ,United States
1001076,23-Mar-20,Wholesale,Business,Jordan Coleman InformationSystems,Arizona,Orchid,OC209,Lycaste Orchid,6,$179.00 ,$35.80 ,"$1,038.20 ",United States
1001077,23-Mar-20,Retail,Individual,Rodney Jimenez,Texas,Orchid,OC203,Cycnoches Orchid,1,$69.00 ,$0.00 ,$69.00 ,United States
1001078,23-Mar-20,Retail,Individual,Grant Nara,Pennsylvania,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001079,23-Mar-20,Retail,Individual,Trisha Lin,California,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1001080,23-Mar-20,Retail,Individual,Abby Subram,North Carolina,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001081,23-Mar-20,Wholesale,Business,Blake Roberts Inc.,Virginia,Daisy,DS809,Eastern Purple Coneflower,105,$42.99 ,$8.60 ,"$4,505.35 ",United States
1001082,23-Mar-20,Retail,Individual,Robyn Gill,Indiana,Daisy,DS805,Barberton Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1001083,24-Mar-20,Wholesale,Business,Brenda Stone,California,Orchid,OC209,Lycaste Orchid,12,$179.00 ,$35.80 ,"$2,112.20 ",United States
1001084,24-Mar-20,Wholesale,Business,Ashley Martinez Industries,Pennsylvania,Daisy,DS801,Rough Daisy,8,$36.99 ,$7.40 ,$288.52 ,United States
1001085,24-Mar-20,Wholesale,Business,Karla Goel Group,Tennessee,Sunflower,SF301,Little Becka,90,$399.00 ,$79.80 ,"$35,830.20 ",United States
1001086,24-Mar-20,Retail,Individual,Carolyn Navarro,Texas,Sunflower,SF301,Little Becka,1,$399.00 ,$0.00 ,$399.00 ,United States
1001087,24-Mar-20,Wholesale,Business,Victoria Stewart LLC,California,Rose,RS506,Heirloom Rose,12,$16.99 ,$3.40 ,$200.48 ,United States
1001088,24-Mar-20,Wholesale,Business,Jennifer Campbell Security,Pennsylvania,Rose,RS502,Rosa Glauca,5,$24.95 ,$4.99 ,$119.76 ,United States
1001089,24-Mar-20,Retail,Individual,Jeremy Collins,Arizona,Rose,RS505,Climbing Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001090,24-Mar-20,Wholesale,Business,Sydney Carter Security,Florida,Orchid,OC208,Epidendrum Orchid,7,$167.00 ,$33.40 ,"$1,135.60 ",United States
1001091,24-Mar-20,Retail,Individual,Mackenzie Blue,California,Daisy,DS803,Curly Leaf Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001092,24-Mar-20,Retail,Individual,Tammy Sai,Missouri,Sunflower,SF302,Sunny Smile,1,$395.00 ,$0.00 ,$395.00 ,United States
1001093,24-Mar-20,Retail,Individual,Clarence Rai,Louisiana,Orchid,OC206,Dendrobium Orchid,1,$119.00 ,$0.00 ,$119.00 ,United States
1001094,24-Mar-20,Wholesale,Business,Ariana Gray LLC,Virginia,Orchid,OC203,Cycnoches Orchid,8,$69.00 ,$13.80 ,$538.20 ,United States
1001095,24-Mar-20,Retail,Individual,Tyrone Ortega,Arkansas,Sunflower,SF707,Italian White,1,$599.00 ,$0.00 ,$599.00 ,United States
1001096,25-Mar-20,Retail,Individual,Tyler Anderson,New Mexico,Rose,RS516,Polyantha,1,$16.99 ,$0.00 ,$16.99 ,United States
1001097,25-Mar-20,Wholesale,Business,Darryl Wu LLC,Louisiana,Rose,RS102,Carolina Rose,8,$8.99 ,$1.80 ,$70.12 ,United States
1001098,25-Mar-20,Wholesale,Business,Katelyn Kelly LLC,Louisiana,Orchid,OC603,Paphiopedlium Orchid,11,$189.00 ,$37.80 ,"$2,041.20 ",United States
1001099,25-Mar-20,Retail,Individual,Patricia Garcia,Texas,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001100,25-Mar-20,Wholesale,Business,Mason Roberts Inc.,North Carolina,Daisy,DS808,Pale Purple Coneflower,21,$34.99 ,$7.00 ,$727.79 ,United States
1001101,25-Mar-20,Retail,Individual,Claudia Zhang,Texas,Orchid,OC209,Lycaste Orchid,2,$179.00 ,$0.00 ,$358.00 ,United States
1001102,25-Mar-20,Wholesale,Business,Sharon Salavaria LLC,Washington,Daisy,DS804,Chrysanthemum Daisy,13,$37.99 ,$7.60 ,$486.27 ,United States
1001103,25-Mar-20,Wholesale,Business,Latasha Jimenez Group,Tennessee,Sunflower,SF705,Suntastic Yellow,5,$684.00 ,$136.80 ,"$3,283.20 ",United States
1001104,25-Mar-20,Wholesale,Business,Rohinton Wadia International,Florida,Orchid,OC605,Psychopsis Orchid,10,$214.00 ,$42.80 ,"$2,097.20 ",United States
1001105,25-Mar-20,Retail,Individual,Logan Patterson,Minnesota,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001106,25-Mar-20,Wholesale,Business,José Hernandez andSons,Washington,Rose,RS513,Tea Rose,63,$14.99 ,$3.00 ,$941.37 ,United States
1001107,26-Mar-20,Wholesale,Business,Briana Dominguez LLC,Connecticut,Rose,RS503,Multiflora Rose,6,$24.99 ,$5.00 ,$144.94 ,United States
1001108,26-Mar-20,Retail,Individual,Janelle Chandra,Florida,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001109,26-Mar-20,Wholesale,Business,Chloe Nelson AITech,Arizona,Rose,RS108,Panda Robot Blueprint,10,$7.99 ,$1.60 ,$78.30 ,United States
1001110,26-Mar-20,Wholesale,Business,Ashlee Jai Inc.,Oklahoma,Daisy,DS807,Osteospermum Daisy,12,$32.95 ,$6.59 ,$388.81 ,United States
1001111,26-Mar-20,Retail,Business,Gavin Diaz Hotel,Florida,Orchid,OC602,Miltonia Orchid,40,$189.00 ,$0.00 ,"$7,560.00 ",United States
1001112,26-Mar-20,Wholesale,Business,Bianca Liu Group,New York,Rose,RS504,Shining Rose,9,$12.99 ,$2.60 ,$114.31 ,United States
1001113,26-Mar-20,Wholesale,Business,Jonathan Hill Group,Idaho,Rose,RS107,French Rose,9,$12.00 ,$2.40 ,$105.60 ,United States
1001114,26-Mar-20,Wholesale,Business,Elizabeth Johnson LLC,Florida,Rose,RS104,Beach Rose,5,$4.99 ,$1.00 ,$23.95 ,United States
1001115,26-Mar-20,Wholesale,Business,Carson Perry Inc.,Pennsylvania,Sunflower,SF305,Ms. Mars,6,$455.00 ,$91.00 ,"$2,639.00 ",United States
1001116,26-Mar-20,Retail,Individual,Kyle Scott,California,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1001117,27-Mar-20,Retail,Individual,Kristi Schmidt,Oregon,Rose,RS102,Carolina Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001118,27-Mar-20,Retail,Individual,Jessica Alexander,Virginia,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1001119,27-Mar-20,Wholesale,Business,Felicia Ortega RunLLC,Louisiana,Orchid,OC201,Phalaenopsis Orchid,8,$54.00 ,$10.80 ,$421.20 ,United States
1001120,27-Mar-20,Retail,Individual,Arthur Van,Florida,Rose,RS501,Prairie Rose,1,$23.99 ,$0.00 ,$23.99 ,United States
1001121,27-Mar-20,Retail,Individual,Chloe Hughes,Illinois,Orchid,OC208,Epidendrum Orchid,1,$167.00 ,$0.00 ,$167.00 ,United States
1001122,27-Mar-20,Wholesale,Business,Carson Perry Inc.,Pennsylvania,Sunflower,SF707,Italian White,9,$599.00 ,$119.80 ,"$5,271.20 ",United States
1001123,27-Mar-20,Wholesale,Business,Gerald Gonzalez LLC,Iowa,Daisy,DS804,Chrysanthemum Daisy,26,$37.99 ,$7.60 ,$980.14 ,United States
1001124,27-Mar-20,Retail,Individual,Caleb Carter,Ohio,Sunflower,SF704,Giant Sungold,1,$699.00 ,$0.00 ,$699.00 ,United States
1001125,27-Mar-20,Retail,Individual,Miranda Long,Florida,Rose,RS102,Carolina Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001126,27-Mar-20,Retail,Individual,Mathew Blanco,Illinois,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1001127,27-Mar-20,Retail,Individual,Wayne Tang,Utah,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001128,28-Mar-20,Retail,Individual,Charles Evans,Florida,Daisy,DS803,Curly Leaf Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001129,28-Mar-20,Wholesale,Business,Lauren Davis LLC,Kansas,Orchid,OC209,Lycaste Orchid,4,$179.00 ,$35.80 ,$680.20 ,United States
1001130,28-Mar-20,Retail,Individual,Caleb Perry,Washington,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001131,28-Mar-20,Retail,Individual,Beth Gutierrez,District of Columbia,Orchid,OC201,Phalaenopsis Orchid,1,$54.00 ,$0.00 ,$54.00 ,United States
1001132,28-Mar-20,Retail,Individual,Jacob White,Oregon,Orchid,OC209,Lycaste Orchid,2,$179.00 ,$0.00 ,$358.00 ,United States
1001133,28-Mar-20,Retail,Individual,Kurt Chander,Minnesota,Sunflower,SF307,Moulin Rouge,2,$499.00 ,$0.00 ,$998.00 ,United States
1001134,28-Mar-20,Wholesale,Business,Logan Wilson andSons,North Carolina,Orchid,OC602,Miltonia Orchid,109,$189.00 ,$37.80 ,"$20,563.20 ",United States
1001135,28-Mar-20,Wholesale,Business,Manuel Sara Group,Missouri,Rose,RS508,Ayrshire Rose,6,$15.50 ,$3.10 ,$89.90 ,United States
1001136,28-Mar-20,Wholesale,Business,Logan Wilson andSons,North Carolina,Rose,RS109,Floribunda,11,$10.99 ,$2.20 ,$118.69 ,United States
1001137,28-Mar-20,Wholesale,Business,Colleen Zheng andSons,Arizona,Rose,RS503,Multiflora Rose,11,$24.99 ,$5.00 ,$269.89 ,United States
1001138,28-Mar-20,Retail,Individual,Johnny Chavez,New York,Sunflower,SF707,Italian White,1,$599.00 ,$0.00 ,$599.00 ,United States
1001139,28-Mar-20,Retail,Individual,Arthur Rubio,Colorado,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001140,28-Mar-20,Wholesale,Business,Shannon Carlson LLC,Virginia,Rose,RS511,Cabbage Rose,4,$20.95 ,$4.19 ,$79.61 ,United States
1001141,28-Mar-20,Wholesale,Business,Edwin Nara Technologies,South Carolina,Sunflower,SF306,Chianti,11,$250.00 ,$50.00 ,"$2,700.00 ",United States
1001142,28-Mar-20,Wholesale,Business,Jessie Jimenez Inc.,California,Sunflower,SF705,Suntastic Yellow,4,$684.00 ,$136.80 ,"$2,599.20 ",United States
1001143,28-Mar-20,Wholesale,Business,Christopher Miller Technologies,Indiana,Orchid,OC605,Psychopsis Orchid,5,$214.00 ,$42.80 ,"$1,027.20 ",United States
1001144,28-Mar-20,Wholesale,Business,Kimberly Murphy Engineering,Georgia,Daisy,DS802,Mojave Desert Star,11,$49.95 ,$9.99 ,$539.46 ,United States
1001145,28-Mar-20,Retail,Individual,Barry Rodriguez,Oklahoma,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1001146,29-Mar-20,Wholesale,Business,Jonathon Alvarez Inc.,Michigan,Rose,RS508,Ayrshire Rose,10,$15.50 ,$3.10 ,$151.90 ,United States
1001147,29-Mar-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Rose,RS503,Multiflora Rose,4,$24.99 ,$5.00 ,$94.96 ,United States
1001148,29-Mar-20,Wholesale,Business,Johnny Shan Co.,New Mexico,Orchid,OC206,Dendrobium Orchid,7,$119.00 ,$23.80 ,$809.20 ,United States
1001149,29-Mar-20,Retail,Individual,Ramon Huang,Texas,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001150,29-Mar-20,Retail,Individual,Vincent Cai,Florida,Sunflower,SF702,American Giant Hybrid,1,$899.00 ,$0.00 ,$899.00 ,United States
1001151,29-Mar-20,Wholesale,Business,Blake Roberts Inc.,Virginia,Sunflower,SF704,Giant Sungold,9,$699.00 ,$139.80 ,"$6,151.20 ",United States
1001152,29-Mar-20,Wholesale,Business,Brandon Kumar LLC,Kentucky,Orchid,OC607,Zygopetalum Orchid,6,$245.00 ,$49.00 ,"$1,421.00 ",United States
1001153,29-Mar-20,Retail,Individual,Carly Goel,Indiana,Orchid,OC602,Miltonia Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1001154,29-Mar-20,Retail,Individual,Alexandria Rogers,Nebraska,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1001155,29-Mar-20,Wholesale,Business,Meredith Alvarez LLC,Texas,Rose,RS511,Cabbage Rose,4,$20.95 ,$4.19 ,$79.61 ,United States
1001156,29-Mar-20,Wholesale,Business,Angela Henderson Inc.,Florida,Daisy,DS810,Gerbera Virdifolia,11,$44.95 ,$8.99 ,$485.46 ,United States
1001157,29-Mar-20,Wholesale,Business,Eugene Zhao LLC,Texas,Rose,RS521,Hybrid Musk,64,$19.50 ,$3.90 ,"$1,244.10 ",United States
1001158,29-Mar-20,Wholesale,Business,Katherine Perry Inc.,District of Columbia,Rose,RS520,Rogusa Rose,50,$17.50 ,$3.50 ,$871.50 ,United States
1001159,30-Mar-20,Wholesale,Business,Luis Diaz Technologies,Minnesota,Orchid,OC606,Vanda Orchid,11,$225.00 ,$45.00 ,"$2,430.00 ",United States
1001160,30-Mar-20,Retail,Individual,Steven Rogers,Arizona,Sunflower,SF707,Italian White,1,$599.00 ,$0.00 ,$599.00 ,United States
1001161,30-Mar-20,Wholesale,Business,Maria Morgan Group,Texas,Orchid,OC607,Zygopetalum Orchid,3,$245.00 ,$49.00 ,$686.00 ,United States
1001162,30-Mar-20,Wholesale,Business,Jose Li Inc.,Maryland,Sunflower,SF702,American Giant Hybrid,7,$899.00 ,$179.80 ,"$6,113.20 ",United States
1001163,30-Mar-20,Retail,Individual,Walter Hernandez,Ohio,Orchid,OC606,Vanda Orchid,1,$225.00 ,$0.00 ,$225.00 ,United States
1001164,30-Mar-20,Wholesale,Business,Carol Howard Group,Hawaii,Sunflower,SF306,Chianti,22,$250.00 ,$50.00 ,"$5,450.00 ",United States
1001165,30-Mar-20,Wholesale,Business,Grace Henderson Group,Pennsylvania,Rose,RS503,Multiflora Rose,28,$24.99 ,$5.00 ,$694.72 ,United States
1001166,30-Mar-20,Wholesale,Business,Kendra Gutierrez Inc..,Oklahoma,Daisy,DS808,Pale Purple Coneflower,7,$34.99 ,$7.00 ,$237.93 ,United States
1001167,30-Mar-20,Retail,Individual,Reginald Serrano,Florida,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1001168,30-Mar-20,Retail,Individual,Dwayne Gomez,Oregon,Orchid,OC201,Phalaenopsis Orchid,1,$54.00 ,$0.00 ,$54.00 ,United States
1001169,30-Mar-20,Wholesale,Business,Melanie Rivera Inc.,California,Daisy,DS802,Mojave Desert Star,46,$49.95 ,$9.99 ,"$2,287.71 ",United States
1001170,30-Mar-20,Retail,Individual,Megan Barnes,New York,Daisy,DS812,Marguerite Daisy,1,$28.99 ,$0.00 ,$28.99 ,United States
1001171,31-Mar-20,Wholesale,Business,Sydney Carter Security,Florida,Rose,RS107,French Rose,8,$12.00 ,$2.40 ,$93.60 ,United States
1001172,31-Mar-20,Wholesale,Business,Christine Nara Inc.,North Carolina,Rose,RS503,Multiflora Rose,7,$24.99 ,$5.00 ,$169.93 ,United States
1001173,31-Mar-20,Retail,Individual,Julie Anand,New Jersey,Sunflower,SF705,Suntastic Yellow,1,$684.00 ,$0.00 ,$684.00 ,United States
1001174,31-Mar-20,Retail,Individual,Faith Reed,Florida,Daisy,DS805,Barberton Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1001175,31-Mar-20,Retail,Individual,Natalie Campbell,Texas,Orchid,OC605,Psychopsis Orchid,1,$214.00 ,$0.00 ,$214.00 ,United States
1001176,31-Mar-20,Wholesale,Business,Savannah Reed Securities,New York,Orchid,OC203,Cycnoches Orchid,10,$69.00 ,$13.80 ,$676.20 ,United States
1001177,31-Mar-20,Retail,Individual,Erin Sanders,Alabama,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1001178,31-Mar-20,Wholesale,Business,Levi Arun Inc.,New York,Daisy,DS813,English Daisy,7,$29.99 ,$6.00 ,$203.93 ,United States
1001179,31-Mar-20,Wholesale,Business,Alexandra Richardson Industries,Tennessee,Daisy,DS809,Eastern Purple Coneflower,13,$42.99 ,$8.60 ,$550.27 ,United States
1001180,31-Mar-20,Retail,Individual,Hailey Bryant,Florida,Daisy,DS811,Ox-Eye Daisy,1,$27.50 ,$0.00 ,$27.50 ,United States
1001181,31-Mar-20,Wholesale,Business,Ian Richardson Invisionaries,Minnesota,Rose,RS108,Panda Robot Blueprint,7,$7.99 ,$1.60 ,$54.33 ,United States
1001182,31-Mar-20,Retail,Individual,Gabriel Green,Louisiana,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1001183,31-Mar-20,Wholesale,Business,Isaiah Collins Inc.,District of Columbia,Orchid,OC606,Vanda Orchid,9,$225.00 ,$45.00 ,"$1,980.00 ",United States
1001184,31-Mar-20,Retail,Individual,Robert Collins,North Carolina,Orchid,OC206,Dendrobium Orchid,1,$119.00 ,$0.00 ,$119.00 ,United States
1001185,31-Mar-20,Wholesale,Business,Mason Roberts Inc.,North Carolina,Rose,RS106,China Rose,13,$8.99 ,$1.80 ,$115.07 ,United States
1001186,31-Mar-20,Wholesale,Business,Alyssa Davis Inc.,Maryland,Rose,RS110,Noisette Rose,7,$12.00 ,$2.40 ,$81.60 ,United States
1001187,31-Mar-20,Retail,Individual,Kevin Scott,District of Columbia,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001188,31-Mar-20,Retail,Individual,Fernando Taylor,Minnesota,Rose,RS109,Floribunda,1,$10.99 ,$0.00 ,$10.99 ,United States
1001189,1-Apr-20,Wholesale,Business,Omar Raje Inc.,Virginia,Daisy,DS806,Shasta Daisy,6,$49.00 ,$9.80 ,$284.20 ,United States
1001190,1-Apr-20,Wholesale,Business,Jose Li Inc.,Maryland,Daisy,DS802,Mojave Desert Star,5,$49.95 ,$9.99 ,$239.76 ,United States
1001191,1-Apr-20,Retail,Business,Mario Goel Inc.,Massachusetts,Rose,RS509,Bourbon Rose,13,$19.99 ,$0.00 ,$259.87 ,United States
1001192,1-Apr-20,Retail,Individual,Carol Rubio,California,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1001193,1-Apr-20,Retail,Individual,Leonard Nara,Maryland,Rose,RS101,Prickly Wild Rose,1,$9.99 ,$0.00 ,$9.99 ,United States
1001194,1-Apr-20,Wholesale,Business,Christy Chow Inc.,Florida,Rose,RS104,Beach Rose,63,$4.99 ,$1.00 ,$313.37 ,United States
1001195,1-Apr-20,Retail,Individual,Xavier Moore,Iowa,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1001196,1-Apr-20,Retail,Individual,Jacqueline Hayes,Florida,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001197,1-Apr-20,Retail,Individual,Brandi Gill,South Carolina,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
